,MonthPE,DayPE,Date,Daily_Temp,Daily_Precipitation,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_GHI,Daily_radiation
2016-12-31,12,31,2016-12-31,28.16666666666667,28.366666666666664,62.025,1006.7333333333332,189.41666666666666,0.8916666666666666,95.25,286.6666666666667,360.1666666666667
2017-01-01,1,1,2017-01-01,28.125,30.116666666666664,64.74166666666666,1006.2583333333336,256.4166666666667,0.9250000000000002,108.75,279.0,363.0833333333333
2017-01-02,1,2,2017-01-02,28.21666666666667,27.316666666666663,63.75,1006.7916666666666,301.6666666666667,0.875,124.16666666666667,280.75,376.5833333333333
2017-01-03,1,3,2017-01-03,28.274999999999995,25.65833333333333,60.78333333333333,1006.7666666666665,173.75,0.8250000000000002,204.25,262.75,413.8333333333333
2017-01-04,1,4,2017-01-04,28.25,26.849999999999998,56.99166666666667,1006.4166666666669,255.16666666666666,1.2083333333333337,202.83333333333334,261.6666666666667,412.75
2017-01-05,1,5,2017-01-05,28.34166666666667,34.48333333333333,69.89166666666667,1005.4250000000001,267.6666666666667,1.6583333333333334,87.08333333333333,286.4166666666667,354.5
2017-01-06,1,6,2017-01-06,28.625000000000004,38.658333333333324,71.05,1005.6666666666666,268.9166666666667,1.2416666666666667,168.66666666666666,270.3333333333333,397.5
2017-01-07,1,7,2017-01-07,28.391666666666662,36.84166666666667,74.38333333333334,1007.1166666666667,203.08333333333334,2.025,51.5,299.9166666666667,340.6666666666667
2017-01-08,1,8,2017-01-08,29.125,36.475,70.65833333333335,1006.9166666666666,247.75,1.3916666666666666,156.75,277.4166666666667,394.9166666666667
2017-01-09,1,9,2017-01-09,28.625,28.308333333333334,67.26666666666667,1005.6,273.1666666666667,1.15,204.91666666666666,251.33333333333334,412.3333333333333
2017-01-10,1,10,2017-01-10,27.983333333333334,28.825,71.33333333333333,1005.1333333333333,258.5833333333333,1.6833333333333333,353.5833333333333,212.91666666666666,471.0833333333333
2017-01-11,1,11,2017-01-11,28.525000000000002,33.28333333333333,73.125,1005.4166666666665,229.16666666666666,3.1583333333333337,302.1666666666667,236.5,452.8333333333333
2017-01-12,1,12,2017-01-12,28.908333333333342,37.26666666666667,72.125,1006.7666666666665,235.66666666666666,2.1916666666666664,196.83333333333334,286.8333333333333,409.3333333333333
2017-01-13,1,13,2017-01-13,27.400000000000002,51.133333333333326,83.08333333333334,1006.1833333333335,251.0,1.025,33.083333333333336,288.4166666666667,313.0
2017-01-14,1,14,2017-01-14,28.741666666666664,43.99166666666667,60.716666666666676,1004.5166666666668,166.33333333333334,1.0416666666666667,248.0,247.91666666666666,430.8333333333333
2017-01-15,1,15,2017-01-15,28.38333333333334,33.74166666666667,57.34166666666667,1005.1750000000001,273.1666666666667,1.2916666666666667,81.33333333333333,297.6666666666667,350.75
